Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"Physics2D.SyncRigidbodyTransformChanges";0.0012;0.0008;0.0137;485;565;461;6;6;0.500399989017751;0.0036;0.001;0.0066;298;2;1;8;139;432;0;0.0135;456;461;0.0009999999
"Physics.RunSimulationStage";0.0012;0.0008;0.0024;557;491;530;4;4;0.157299998507369;0.001278862;0.0011;0.0014;159;1;1;7;123;434;0.0001;0.0022;443;545;0.001
"Project.Internal.dll!::SingleSceneManager.FixedUpdate() [Invoke]";0.0012;0.0009;0.0025;569;563;570;5;5;0.159299995983019;0.001295122;0.0012;0.0014;159;1;1;7;123;434;0.0001;0.002;435;540;0.0012
"Project.Internal.dll!::SingleSceneManager.Update() [Invoke]";0.0011;0.0008;0.0015;455;500;436;5;5;0.14899999985937;0.001071942;0.001;0.0012;139;1;1;1;139;432;0.0008;0.0015;500;436;0.0009
"Project.Internal.dll!::SingleSceneManager.CustomYieldInstruction() [Coroutine: MoveNext] [Invoke]";0.0011;0.0009;0.002;461;450;432;5;5;0.0492999996058643;0.00117381;0.001;0.0012;42;1;1;1;42;432;0.0009;0.002;450;432;0
"LowLevelPhysics2D.PhysicsWorld.RenderWorlds";0.0011;0.0006;0.0629;485;551;443;7;7;0.225199997716118;0.001620144;0.0009;0.0013;140;1;1;2;139;432;0.0006;0.0629;551;443;0.001
"PostLateUpdate.AccessibilityLateUpdate";0.0011;0.0007;0.0066;504;449;557;3;3;0.176199998706579;0.001267626;0.0009;0.0014;139;1;1;1;139;432;0.0007;0.0066;449;557;0.0013
"SortingGroup.UpdateRenderer";0.0011;0.0006;0.0019;505;457;545;8;8;0.00359999970532954;0.0012;0.0006;0.0011;48;16;16;16;3;457;0;0.0007;457;545;0
"EarlyUpdate.ExecuteMainThreadJobs";0.0011;0.0008;0.0046;510;456;539;3;3;0.163099998608232;0.001173381;0.001;0.0012;139;1;1;1;139;432;0.0008;0.0046;456;539;0.0009
"UpdateRendererBoundingVolumes";0.0011;0;0.0189;532;504;540;5;6;0.605999977669853;0.004359712;0.0001;0.008099999;273;2;1;3;139;432;0;0.0186;435;540;0.0001
"RenderTexture.GarbageCollectTemporary";0.0011;0.0007;0.0022;544;463;446;3;6;0.164399997855071;0.001182734;0.0009999999;0.0013;278;2;2;2;139;432;0.0002;0.0019;451;446;0.0012
"UnityEngine.AccessibilityModule.dll!UnityEngine.Accessibility::AccessibilityManager.Internal_Update() [Invoke]";0.0011;0.0008;0.0017;546;485;570;4;4;0.159099998534657;0.001144604;0.001;0.0012;139;1;1;1;139;432;0.0008;0.0017;485;570;0.001
"Physics.Simulate";0.0011;0.0008;0.0024;557;491;530;5;5;0.147999998938758;0.001203252;0.001;0.0013;159;1;1;7;123;434;0.0001;0.0021;435;545;0.0009
"Profiler.CollectUIStats";0.0011;0.0009;0.0058;563;447;513;2;2;0.166099998983555;0.001194964;0.001;0.0013;139;1;1;1;139;432;0.0009;0.0058;447;513;0.0011
"TransformHandle.SetParent";0.0011;0.0008;0.0012;505;457;545;6;6;0.00309999968158081;0.001033333;0.0008;0.0011;24;8;8;8;3;457;0;0.0004;457;545;0
"RenderLoop.CleanupNodeQueue";0.0011;0.0006;0.0156;538;546;570;4;8;0.406099991989322;0.002921583;0.0008;0.0051;550;3;3;10;139;432;0;0.0083;446;570;0.0007
"FixedUpdate.AudioFixedUpdate";0.001;0.0006;0.0016;437;489;524;3;3;0.121599998150486;0.0009886179;0.0008;0.0011;159;1;1;7;123;434;0;0.0016;456;524;0.0008
"Physics2D.InterpolatePoses";0.001;0.0006;0.0224;490;558;470;4;4;0.292299997992814;0.002102878;0.0009;0.0013;139;1;1;1;139;432;0.0006;0.0224;558;470;0.0008
"UIElements.CollectLayoutNodes";0.001;0.0007;0.0017;491;437;481;5;5;0.142799999099225;0.001027338;0.0009;0.0011;139;1;1;1;139;432;0.0007;0.0017;437;481;0.0009
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.IsLightmapBakeTypeSupportedByRef() [Invoke]";0.001;0.0006;0.0027;528;550;512;9;9;0.169999998644926;0.001223022;0.0008;0.0016;140;1;1;2;139;432;0.0006;0.0027;550;512;0.0018
"TimeManager.Update";0.001;0.0007;0.0014;531;432;433;4;4;0.14180000073975;0.001020144;0.0009;0.0011;139;1;1;1;139;432;0.0007;0.0014;432;433;0.0011
"SpeedTreeWindManager.Update";0.001;0.0008;0.0014;537;432;454;4;4;0.145100000372622;0.001043885;0.001;0.0011;139;1;1;1;139;432;0.0008;0.0014;432;454;0.001
"PostLateUpdate.PhysicsSkinnedClothBeginUpdate";0.001;0.0007;0.0028;550;450;500;3;3;0.149999999732245;0.001079137;0.001;0.0012;139;1;1;1;139;432;0.0007;0.0028;450;500;0.0012
"PrepareSceneNodesJob";0.0009;0.0009;0.0009;445;445;445;12;12;0.000899999984540045;0.0009;0.0009;0.0009;1;1;1;1;1;445;0.0009;0.0009;445;445;0
"EarlyUpdate.RendererNotifyInvisible";0.0009;0.0007;0.0034;534;448;446;3;3;0.139499999233522;0.001003597;0.0009;0.0011;139;1;1;1;139;432;0.0007;0.0034;448;446;0.0009
"Inl_Setup Debug Properties";0.0009;0.0007;0.0045;547;449;460;8;8;0.134399999282323;0.0009669065;0.0008;0.001;140;1;1;2;139;432;0.0007;0.0045;449;460;0.001
"UpdatePreloading";0.0009;0.0007;0.0042;566;437;495;5;5;0.182299998879898;0.001311511;0.0008;0.0013;139;1;1;1;139;432;0.0007;0.0042;437;495;0.0023
"InputActionResolveConflict";0.0008;0.0008;0.0009999999;434;434;443;6;6;0.00179999991087243;0.0009;0.0008;0.0008;4;2;2;2;2;434;0.0001;0.0009;443;443;0
"UnityEngine.AIModule.dll!UnityEngine.AI::NavMesh.Internal_CallOnNavMeshPreUpdate() [Invoke]";0.0008;0.0005;0.0013;434;483;570;4;4;0.108399997639935;0.0007798561;0.0007;0.0008;139;1;1;1;139;432;0.0005;0.0013;483;570;0.0006
"updateScene.Invoke";0.0008;0.0005;0.0022;435;450;522;3;3;0.109999998181593;0.0007913669;0.0007;0.0009;139;1;1;1;139;432;0.0005;0.0022;450;522;0.0006
"AudioManager.FixedUpdate";0.0008;0.0004;0.0012;442;490;501;4;4;0.0932999979122542;0.0007585366;0.0007;0.0009;159;1;1;7;123;434;0;0.0012;435;501;0.0005
"Project.Internal.dll!::SingleSceneManager.CustomYieldInstruction() [Coroutine: get_Current] [Invoke]";0.0008;0.0004;0.001;453;432;440;5;5;0.0321999993466306;0.0007853658;0.0007;0.0009;41;1;1;1;41;432;0.0004;0.001;432;440;0
"WorldToLocalTransformAccessJob (Burst)";0.0008;0.0008;0.0008;465;465;465;9;9;0.0007999999797903;0.0008;0.0008;0.0008;1;1;1;1;1;465;0.0008;0.0008;465;465;0
"EarlyUpdate.ScriptRunDelayedStartupFrame";0.0008;0.0002;0.0017;492;553;512;3;3;0.111299998345203;0.0008007194;0.0006;0.001;139;1;1;1;139;432;0.0002;0.0017;553;512;0.0007
"UnityEngine.InputForUIModule.dll!UnityEngine.InputForUI::EventProvider.NotifyUpdate() [Invoke]";0.0008;0.0006;0.0012;513;448;434;4;4;0.112399997829925;0.000808633;0.0007;0.0009;139;1;1;1;139;432;0.0006;0.0012;448;434;0.0008
"Inl_RG_SetupPostFX";0.0008;0.0007;0.0037;552;437;545;8;8;0.121199997898657;0.0008719424;0.0008;0.0009;140;1;1;2;139;432;0.0007;0.0037;437;545;0.0008
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.IsUIOverlayRenderedBySRP() [Invoke]";0.0008;0.0006;0.0016;553;456;570;3;3;0.119799998181406;0.0008618705;0.0008;0.0009;140;1;1;2;139;432;0.0006;0.0012;456;434;0.0007
"ClothManager.LateUpdate";0.0008;0.0005;0.0026;570;451;500;4;4;0.124499998637475;0.0008956834;0.0008;0.001;139;1;1;1;139;432;0.0005;0.0026;451;500;0.001
"Physics2D.SynchronizeFixturesJob";0.0007;0.0002;0.0016;435;570;555;10;10;0.00519999982498121;0.0008666666;0.0006;0.0007;7;1;1;2;6;435;0;0.0016;570;555;0
"Project.Internal.dll!::ComponentPropagator.FixedUpdate() [Invoke]";0.0007;0.0002;0.0035;445;543;522;5;5;0.0931999960594112;0.0007577235;0.0006;0.0009;954;6;6;42;123;434;0;0.003;434;522;0.0008
"UnityEngine.AccessibilityModule.dll!UnityEngine.Accessibility::AccessibilityManager.Internal_LateUpdate() [Invoke]";0.0007;0.0003;0.006;459;544;557;4;4;0.105899998714449;0.0007618705;0.0005;0.0008;139;1;1;1;139;432;0.0003;0.006;544;557;0.0008
"Graphics.DrawProcedural";0.0007;0.0002;0.0013;467;501;450;10;11;0.0987999945791671;0.0007107913;0.0006;0.0009;2520;18;18;36;139;432;0;0.0004;432;443;0.0005
"PostLateUpdate.ProfilerEndFrame";0.0007;0.0003;0.0017;467;450;566;3;3;0.110899998573586;0.0007978417;0.0005;0.001;139;1;1;1;139;432;0.0003;0.0017;450;566;0.0006
"Inl_SetLightBlendTextures";0.0007;0.0006;0.0024;493;437;570;8;8;0.100799996755086;0.0007251799;0.0007;0.0007;140;1;1;2;139;432;0.0006;0.0017;437;468;0.0008
"Profiler.FrameMetadata";0.0007;0.0002;0.0155;498;570;511;5;6;0.213899993381347;0.001538849;0.0006;0.0008;709;5;1;7;139;432;0;0.0145;439;511;0.0008
"EarlyUpdate.UpdateContentLoading";0.0007;0.0004;0.001;499;463;558;3;3;0.0982999970728997;0.0007071942;0.0006;0.0008;139;1;1;1;139;432;0.0004;0.001;463;558;0.0005
"PreLateUpdate.ConstraintManagerUpdate";0.0007;0.0005;0.002;533;554;492;3;3;0.103599996946286;0.0007453237;0.0007;0.0008;139;1;1;1;139;432;0.0005;0.002;554;492;0.0006
"PxScene.simulate";0.0007;0.0004;0.0017;560;563;570;6;6;0.0955999974103179;0.0007772358;0.0006;0.0008;159;1;1;7;123;434;0.0001;0.0016;435;545;0.0006
"Inl_NRPRGComp_DetectMemorylessResources";0.0007;0.0007;0.0007;570;570;570;8;8;0.000699999975040555;0.0007;0.0007;0.0007;1;1;1;1;1;570;0.0007;0.0007;570;570;0
"Project.Internal.dll!::AutoSaver.FixedUpdate() [Invoke]";0.0006;0.0004;0.3968;502;551;505;5;5;1.25470000912901;0.01020081;0.0006;0.0007;159;1;1;7;123;434;0.0001;0.3968;435;505;0.0006
"Initialization.XREarlyUpdate";0.0006;0.0004;0.001;451;459;499;3;3;0.0815999993646983;0.0005870503;0.0005;0.0006;139;1;1;1;139;432;0.0004;0.001;459;499;0.0005
"LowLevelPhysics2D.PhysicsWorld.PostSimulate";0.0006;0.0003;0.0014;457;491;570;6;6;0.0720999997574836;0.0005861789;0.0005;0.0007;159;1;1;7;123;434;0.0001;0.0009;435;483;0.0004
"EarlyUpdate.ClearLines";0.0006;0.0004;0.0016;485;439;446;3;3;0.084299998532515;0.0006064748;0.0005;0.0007;139;1;1;1;139;432;0.0004;0.0016;439;446;0.0007
"PostLateUpdate.ScriptRunDelayedDynamicFrameRate";0.0006;0.0001;0.0017;485;432;452;3;3;0.0900999985242379;0.0006482014;0.0005;0.0007;139;1;1;1;139;432;0.0001;0.0017;432;452;0.0006
"LowLevelPhysics2D.DrawWorld.UpdateLifetimes";0.0006;0.0004;0.0009;504;432;453;4;4;0.0851999984879512;0.0006129496;0.0005;0.0007;139;1;1;1;139;432;0.0004;0.0009;432;453;0.0006
"PreUpdate.PhysicsUpdate";0.0006;0.0004;0.0021;509;445;438;3;3;0.0996999990020413;0.0007172662;0.0005;0.0007;139;1;1;1;139;432;0.0004;0.0021;445;438;0.0005
"FrameEvents.XRBeginFrame";0.0006;0.0003;0.0019;519;450;570;3;3;0.0899999985995237;0.000647482;0.0005;0.0008;140;1;1;2;139;432;0.0003;0.0013;450;538;0.0006
"JobDebuggerFrameMaintenance";0.0006;0.0004;0.002;535;460;570;4;4;0.0916999982728157;0.0006597122;0.0005;0.0007;139;1;1;1;139;432;0.0004;0.002;460;570;0.0006
"Update.DirectorUpdate";0.0006;0.0003;0.0018;547;437;487;3;3;0.0892999982752372;0.000642446;0.0005;0.0007;139;1;1;1;139;432;0.0003;0.0018;437;487;0.0005
"UIR.Free";0.0006;0.0004;0.0013;558;433;507;5;5;0.0926999986695591;0.0006669065;0.0005;0.0008;139;1;1;1;139;432;0.0004;0.0013;433;507;0.0006
"LowLevelPhysics2D.DrawWorld.CompileDrawResults";0.0006;0.0003;0.0022;560;544;570;8;8;0.0964999989955686;0.0006942446;0.0005;0.0008;140;1;1;2;139;432;0.0003;0.0015;544;512;0.0006
"Physics2D.SolveDiscreteIslandTraversalTask";0.0006;0.0003;0.0464;563;521;473;7;7;1.22769999824231;0.009981301;0.0004;0.018;159;1;1;7;123;434;0;0.0343;532;473;0.0004
"Application.Integrate Assets in Background";0.0006;0.0004;0.0041;566;460;495;6;6;0.139299998641945;0.001002158;0.0005;0.0009;139;1;1;1;139;432;0.0004;0.0041;460;495;0.0021
"Scripting.GetParentTypeDisallowingMultipleInclusion";0.0006;0.0006;0.0006;570;570;570;7;7;0.00059999997029081;0.0006;0.0006;0.0006;1;1;1;1;1;570;0.0006;0.0006;570;570;0
"GfxDeviceD3D12.WaitForLastPresentation";0.0005;0.0003;0.001;456;440;570;4;4;0.0654000003414694;0.0004705036;0.0004;0.0005;139;1;1;1;139;432;0.0003;0.001;440;570;0.0005
"PostLateUpdate.UpdateResolution";0.0005;0.0002;0.001;472;451;471;3;3;0.070499999288586;0.0005071943;0.0004;0.0006;139;1;1;1;139;432;0.0002;0.001;451;471;0.0005
"Renderers.OncePerFrameUpdate";0.0005;0.0003;0.0012;499;440;522;4;4;0.0749999989930075;0.0005395683;0.0004;0.0006;139;1;1;1;139;432;0.0003;0.0012;440;522;0.0004
"UnityEngine.UIModule.dll!UnityEngine::Canvas.SendPreWillRenderCanvases() [Invoke]";0.0005;0.0002;0.0007;500;437;454;6;6;0.0669000000780215;0.000481295;0.0004;0.0005;139;1;1;1;139;432;0.0002;0.0007;437;454;0.0005
"Inl_RenderPipeline.BeginContextRendering";0.0005;0.0003;0.0014;511;562;570;5;5;0.0722000014502555;0.0005194244;0.0005;0.0005;140;1;1;2;139;432;0.0003;0.0008;562;457;0.0005
"Physics2D.WriteTransforms";0.0005;0.0003;0.0044;524;480;456;5;5;0.189499998494284;0.00154065;0.0004;0.0034;159;1;1;7;123;434;0.0001;0.0042;485;545;0.0004
"Profiler.CollectVideoStats";0.0005;0.0002;0.0009;527;551;513;3;3;0.0722999989811797;0.0005201439;0.0004;0.0006;139;1;1;1;139;432;0.0002;0.0009;551;513;0.0005
"FixedUpdate.DirectorFixedUpdate";0.0005;0.0003;0.0034;531;454;491;3;3;0.0701999993179925;0.0005707317;0.0005;0.0006;159;1;1;7;123;434;0;0.0034;570;491;0.0004
"AudioProfiler.CaptureFrame";0.0005;0.0004;0.001;542;436;511;4;4;0.075499999744352;0.0005431655;0.0005;0.0006;139;1;1;1;139;432;0.0004;0.001;436;511;0.0005
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::OnDemandRendering.GetRenderFrameInterval() [Invoke]";0.0005;0.0004;0.0009;556;432;482;3;3;0.075699999317294;0.0005446043;0.0005;0.0006;139;1;1;1;139;432;0.0004;0.0009;432;482;0.0005
"SpeedTreeWindManager.UpdateGlobalAndLocalWinds";0.0005;0.0003;0.0008;562;450;513;5;5;0.0763999994669575;0.0005496403;0.0005;0.0006;139;1;1;1;139;432;0.0003;0.0008;450;513;0.0004
"Physics2D.CollectProfileInfo";0.0005;0.0003;0.0015;569;433;539;4;4;0.0859999992826488;0.000618705;0.0005;0.0007;139;1;1;1;139;432;0.0003;0.0015;433;539;0.0005
"UnityEngine.Physics2DModule.dll!UnityEngine.LowLevelPhysics2D::PhysicsEvents.InvokePreSimulate() [Invoke]";0.0005;0.0004;0.0018;569;442;530;7;7;0.0717999996559229;0.0005837398;0.0005;0.0006;159;1;1;7;123;434;0;0.0016;570;530;0.0004
"PostLateUpdate.UpdateRectTransform";0.0005;0.0003;0.0011;570;450;444;3;3;0.0812999995250721;0.0005848921;0.0005;0.0006;139;1;1;1;139;432;0.0003;0.0011;450;444;0.0006
"Physics.Interpolation";0.0005;0.0003;0.0009;478;433;522;4;4;0.0671999980695546;0.0004834532;0.0004;0.0005;262;2;1;2;139;432;0;0.0008;435;522;0.0005
"ReflectionProbeAnchorManagerUpdate";0.0005;0.0003;0.0015;483;484;570;8;10;0.0717999981425237;0.0005165468;0.0004;0.0006;280;2;2;4;139;432;0;0.0008;534;535;0.0004
"Physics2D.SyncColliderTransformChanges";0.0005;0.0002;0.0109;531;433;463;6;6;0.373199989669956;0.002684892;0.0004;0.0061;298;2;1;8;139;432;0;0.0109;459;463;0.0005
"FinalizeUpdateRendererBoundingVolumes";0.0004;0.0001;0.0008;437;451;497;4;10;0.0510999977705069;0.0003676259;0.0003;0.0004;406;2;2;4;139;432;0;0.0004;432;497;0.0004
"Project.Internal.dll!::Spawner.Update() [Invoke]";0.0004;0.0001;0.0006;438;437;445;5;5;0.0499999988824129;0.0003597122;0.0003;0.0004;139;1;1;1;139;432;0.0001;0.0006;437;445;0.0003
"Initialization.SynchronizeInputs";0.0004;0.0002;0.0006;444;437;473;3;3;0.0515999988274416;0.000371223;0.0003;0.0004;139;1;1;1;139;432;0.0002;0.0006;437;473;0.0003
"Physics2D.InterpolatePoseSorting";0.0004;0.0002;0.001;446;464;441;5;5;0.0531999986851588;0.0003827338;0.0003;0.0004;139;1;1;1;139;432;0.0002;0.001;464;441;0.0003
"Physics2D.Collider2D.RecalculateContacts";0.0004;0.0004;0.0005;451;451;537;8;8;0.000899999955436215;0.00045;0.0004;0.0004;4;2;2;2;2;451;0.0001;0.0004;537;537;0
"Director.PrepareFrame";0.0004;0.0001;0.0024;468;437;488;4;4;0.0569999973959057;0.0004100719;0.0003;0.0005;1013;7;5;19;139;432;0;0.0019;432;488;0.0003
"PostLateUpdate.TriggerEndOfFrameCallbacks";0.0004;0.0003;0.0007;470;442;527;3;3;0.0531999989470933;0.0003827338;0.0003;0.0004;139;1;1;1;139;432;0.0003;0.0007;442;527;0.0005
"Physics2D.FindNewContactsTask";0.0004;0.0003;0.0136;498;434;437;6;7;0.141699998785043;0.001152033;0.0003;0.0006;171;1;1;7;123;434;0.0002;0.0133;435;437;0.0003
"PreUpdate.UpdateVideo";0.0004;0.0002;0.0007;499;438;531;3;3;0.0550999992265133;0.0003964029;0.0003;0.0004;139;1;1;1;139;432;0.0002;0.0007;438;531;0.0004
"PreUpdate.IMGUISendQueuedEvents";0.0004;0.0002;0.0052;509;555;443;3;3;0.0655999992013676;0.0004719424;0.0003;0.0005;139;1;1;1;139;432;0.0002;0.0052;555;443;0.0003
"Initialization.AsyncUploadTimeSlicedUpdate";0.0004;0.0002;0.0015;510;459;494;3;3;0.058699999077362;0.0004223021;0.0003;0.0005;139;1;1;1;139;432;0.0002;0.0015;459;494;0.0015
"PostLateUpdate.UpdateAllSkinnedMeshes";0.0004;0.0003;0.0011;520;432;466;3;3;0.059499999624677;0.0004280575;0.0004;0.0005;139;1;1;1;139;432;0.0003;0.0011;432;466;0.0004
"Project.Internal.dll!::SingleSceneManager.EnsureBlackscreenClearsAfterUnlockRoutine() [Coroutine: System.Collections.IEnumerator.get_Current] [Invoke]";0.0004;0.0002;0.0009;535;490;540;5;5;0.0473999990936136;0.0004836735;0.0004;0.0006;98;1;1;1;98;473;0.0002;0.0009;490;540;0.0004
"Physics2D.FindNewContactsFindJob";0.0004;0.0004;0.0023;537;537;456;9;9;0.00270000004093163;0.00135;0.0004;0.0004;2;1;1;1;2;456;0.0004;0.0023;537;456;0
"LowLevelPhysics2D.PhysicsWorld.Transform.WriteTweens";0.0004;0.0003;0.0018;549;439;466;4;4;0.0625999998010229;0.0004503597;0.0004;0.0005;139;1;1;1;139;432;0.0003;0.0018;439;466;0.0003
"PostLateUpdate.VFXUpdate";0.0004;0.0002;0.0007;551;460;445;3;3;0.0611999993416248;0.0004402878;0.0004;0.0005;139;1;1;1;139;432;0.0002;0.0007;460;445;0.0004
"Initialize Frame";0.0004;0.0004;0.0014;556;432;522;9;9;0.0635000004549511;0.0004568345;0.0004;0.0005;140;1;1;2;139;432;0.0004;0.0014;432;522;0.0005
"SetLightBlendTextures";0.0004;0.0003;0.0009;558;475;570;9;9;0.0633000002417248;0.0004553957;0.0004;0.0005;140;1;1;2;139;432;0.0003;0.0008;475;446;0.0004
"Scripting.GetRequiredComponents";0.0004;0.0004;0.0004;570;570;570;7;7;0.00039999998989515;0.0004;0.0004;0.0004;1;1;1;1;1;570;0.0004;0.0004;570;570;0
"EarlyUpdate.XRUpdate";0.0003;0.0001;0.0006;433;437;512;3;3;0.0379999989381758;0.0002733813;0.0002;0.0003;139;1;1;1;139;432;0.0001;0.0006;437;512;0.0001
"Profiler.CollectGIStats";0.0003;0.0001;0.0006;433;437;442;3;3;0.0357999987099902;0.0002575539;0.0002;0.0003;139;1;1;1;139;432;0.0001;0.0006;437;442;0.0003
"ConstraintManager::Update";0.0003;0.0001;0.0016;445;507;492;4;4;0.0382999985667993;0.0002755396;0.0002;0.0003;139;1;1;1;139;432;0.0001;0.0016;507;492;0.0002
"Profiler.FlushFileIOCounters";0.0003;0.0002;0.0005;449;450;452;2;2;0.0376999986183364;0.000271223;0.0002;0.0003;139;1;1;1;139;432;0.0002;0.0005;450;452;0.0004
"EarlyUpdate.UpdateTextureStreamingManager";0.0003;0.0002;0.0016;470;434;446;3;3;0.0393999984516995;0.0002834532;0.0002;0.0003;139;1;1;1;139;432;0.0002;0.0016;434;446;0.0002
"TerrainManager.CullAllTerrains";0.0003;0.0002;0.001;480;432;570;8;8;0.0413999988959404;0.0002978417;0.0002;0.0003;140;1;1;2;139;432;0.0002;0.0007;432;503;0.0002
"GeneralConnection.Poll";0.0003;0.0001;0.0006;487;459;435;5;5;0.0404999985548784;0.0002913669;0.0002;0.0003;139;1;1;1;139;432;0.0001;0.0006;459;435;0.0002
"PostLateUpdate.DirectorLateUpdate";0.0003;0.0001;0.0013;490;432;480;3;3;0.050999998988118;0.0003669065;0.0002;0.0004;139;1;1;1;139;432;0.0001;0.0013;432;480;0.0002
"Physics2D.SolveContinuousTraversalIslandTask";0.0003;0.0001;0.0008;494;459;570;7;7;0.0353999988074065;0.0002878049;0.0002;0.0003;159;1;1;7;123;434;0;0.0005;445;454;0.0003
"PostLateUpdate.GUIClearEvents";0.0003;0.0001;0.0006;500;437;434;3;3;0.04339999887452;0.0003122302;0.0002;0.0004;139;1;1;1;139;432;0.0001;0.0006;437;434;0.0002
"EarlyUpdate.UpdateAsyncInstantiate";0.0003;0.0002;0.0013;503;432;446;3;3;0.0426999985211296;0.0003071942;0.0002;0.0003;139;1;1;1;139;432;0.0002;0.0013;432;446;0.0002
"PostLateUpdate.ParticleSystemEndUpdateAll";0.0003;0.0002;0.0012;507;434;455;3;3;0.0464999987598276;0.0003345324;0.0003;0.0004;139;1;1;1;139;432;0.0002;0.0012;434;455;0.0003
"SetGlobalProperties";0.0003;0.0002;0.0007;508;437;570;9;9;0.044399998310837;0.0003194244;0.0003;0.0003;140;1;1;2;139;432;0.0002;0.0006;437;443;0.0003
"FixedUpdate.ScriptRunDelayedFixedFrameRate";0.0003;0.0001;0.0015;512;434;530;3;3;0.0428999982614187;0.0003487805;0.0003;0.0004;159;1;1;7;123;434;0;0.0012;546;530;0.0003
"Physics.CalculateChangedColliderTransforms";0.0003;0.0002;0.0007;512;448;570;6;6;0.0381999985256698;0.0003105691;0.0003;0.0003;159;1;1;7;123;434;0;0.0005;466;434;0.0003
"UI.RenderOverlays";0.0003;0.0002;0.0006;521;435;570;10;10;0.0451999983633868;0.0003251798;0.0003;0.0004;140;1;1;2;139;432;0.0002;0.0005;435;490;0.0003
"UnityEngine.Physics2DModule.dll!UnityEngine.LowLevelPhysics2D::PhysicsEvents.InvokePostSimulate() [Invoke]";0.0003;0.0002;0.0007;526;442;483;7;7;0.0411999983625719;0.0003349593;0.0003;0.0004;159;1;1;7;123;434;0;0.0007;443;483;0.0003
"LOD.ComputeLOD";0.0003;0.0001;0.0021;531;507;570;9;10;0.0479999986055191;0.0003453237;0.0002;0.0004;280;2;2;4;139;432;0;0.0013;432;570;0.0002
"PostLateUpdate.UpdateVideo";0.0003;0.0001;0.0006;531;451;455;3;3;0.0479999991875957;0.0003453237;0.0003;0.0004;139;1;1;1;139;432;0.0001;0.0006;451;455;0.0006
"PostLateUpdate.UpdateVideoTextures";0.0003;0.0002;0.0014;531;432;511;3;3;0.0461999984108843;0.0003323741;0.0003;0.0004;139;1;1;1;139;432;0.0002;0.0014;432;511;0.0004
"webRequestStop.Invoke";0.0003;0.0003;0.0003;539;539;539;4;4;0.000299999985145405;0.0003;0.0003;0.0003;1;1;1;1;1;539;0.0003;0.0003;539;539;0
"Inl_ScriptableRenderer.AddRenderPasses";0.0003;0.0002;0.0019;542;455;474;7;7;0.0496999986498849;0.0003575539;0.0003;0.0004;140;1;1;2;139;432;0.0002;0.0019;455;474;0.0004
"UnityEngine.UIModule.dll!UnityEngine::Canvas.SendWillRenderCanvases() [Invoke]";0.0003;0.0002;0.0007;542;432;535;6;6;0.0469999989290955;0.0003381295;0.0003;0.0004;139;1;1;1;139;432;0.0002;0.0007;432;535;0.0003
"EarlyUpdate.UnityWebRequestUpdate";0.0003;0.0002;0.0007;544;432;513;3;3;0.0471999987057643;0.0003395683;0.0003;0.0004;139;1;1;1;139;432;0.0002;0.0007;432;513;0.0003
"EarlyUpdate.DispatchEventQueueEvents";0.0003;0.0002;0.0006;545;432;491;3;3;0.0480999985447852;0.0003460431;0.0003;0.0004;139;1;1;1;139;432;0.0002;0.0006;432;491;0.0003
"Project.Internal.dll!::SingleSceneManager.LateUpdate() [Invoke]";0.0003;0.0002;0.0006;545;437;434;5;5;0.0473999986425042;0.0003410072;0.0003;0.0004;139;1;1;1;139;432;0.0002;0.0006;437;434;0.0002
"GarbageCollector.CollectIncremental";0.0003;0.0002;0.0006;547;504;539;4;4;0.0481999985058792;0.0003467626;0.0003;0.0004;139;1;1;1;139;432;0.0002;0.0006;504;539;0.0004
"UGUI.Rendering.EmitWorldScreenspaceCameraGeometry";0.0003;0.0002;0.0015;551;433;502;3;4;0.0530999978946056;0.0003820144;0.0003;0.0004;279;2;2;3;139;432;0.0001;0.0014;432;502;0.0003
"PostLateUpdate.ShaderHandleErrors";0.0003;0.0001;0.0006;568;450;536;3;3;0.0476999986276496;0.0003431654;0.0003;0.0004;139;1;1;1;139;432;0.0001;0.0006;450;536;0.0003
"Physics2D.CompileContactCallbacks";0.0002;0;0.0004;443;462;434;5;6;0.0206999993970385;0.0001629921;0.0001;0.0002;175;1;1;7;127;434;0;0.0003;435;434;0.0001
"FrameEvents.XREndFrame";0.0002;0;0.0004;444;549;570;4;4;0.0219999993933016;0.0001582734;0.0001;0.0002;140;1;1;2;139;432;0;0.0003;549;445;0.0002
"Physics2D.SolvePositionConstraintsJob";0.0002;0;0.0003;445;455;466;10;10;0.00849999974161619;0.0001666667;0.0001;0.0002;64;1;1;3;51;435;0;0.0003;435;466;0
"Physics2D.SolveVelocityConstraintsJob";0.0002;0.0001;0.0004;451;455;450;10;10;0.00659999980416615;0.0001833333;0.0001;0.0002;42;1;1;2;36;435;0;0.0004;446;450;0
