Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"Particle Queries";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Physics Queries";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Physics Used Memory";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Physics Used Memory (2D)";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Profiler Reserved Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Profiler Used Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Raycast Queries";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Read From Disk";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Reads in Flight";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Removed Contacts";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Render Textures Bytes";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Render Textures Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Required Tiles";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Rigidbodies Synced";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Scene Object Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Scenes";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"ScheduleAllocJob";0;0;0;501;432;432;7;12;0;0;0;0;1762;12;11;18;139;432;0;0;432;432;0
"ScheduleJob";0;0;0;501;432;432;4;15;0;0;0;0;6157;40;28;102;139;432;0;0;432;432;0
"Scripting Reads";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Shapecast Queries";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Solver Continuous Islands";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Solver Discrete Islands";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Solver Simulation Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Solver World Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Static Bodies";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Static Colliders";0;0;0;501;432;432;3;5;0;0;0;0;262;2;1;2;139;432;0;0;432;432;0
"Static Shapes";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"System Total Used Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"System Used Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Texture Count";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Texture Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Texture Reads";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Total Bodies";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Total Callbacks";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Total Contacts";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Total CPU Cache Size";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Total GPU Cache Size";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Total Joints";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Total Queries";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Total Reserved Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Total Shapes";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Total Transform Sync Calls";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Total Used Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Transform Parent Sync Bodies";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Transform Parent Sync Colliders";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Transform Sync Bodies";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Transform Sync Colliders";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Trigger Enter";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Trigger Exit";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Trigger Overlaps";0;0;0;501;432;432;3;5;0;0;0;0;385;3;1;3;139;432;0;0;432;432;0
"Trigger Stay";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Video Reserved Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Video Used Memory";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"Virtual Texture Reads";0;0;0;501;432;432;3;3;0;0;0;0;139;1;1;1;139;432;0;0;432;432;0
"WaitForCompleted";0;0;0;501;432;432;4;11;0;0;0;0;4810;33;23;89;139;432;0;0;432;432;0
"Component.SetGameObject";0;0;0;505;457;457;7;8;0;0;0;0;170;56;2;56;4;457;0;0;457;457;0
"Physics.WriteRigidbodyPoses";0;0;0.0002;515;434;485;6;6;0.00179999995452818;1.463415E-05;0;0;159;1;1;7;123;434;0;0.0001;434;435;0
"Connections.Process";0;0;0.0001;516;432;436;6;6;0.00229999994189711;1.654676E-05;0;0;139;1;1;1;139;432;0;0.0001;432;436;0
"ConstraintManager::Update::JobSetup";0;0;0.001;516;432;548;5;5;0.00419999996665865;3.021583E-05;0;0;139;1;1;1;139;432;0;0.001;432;548;0
"PostLateUpdate.UpdateCaptureScreenshot";0;0;0.0001;517;433;432;3;3;0.00289999992673984;2.086331E-05;0;0;139;1;1;1;139;432;0;0.0001;433;432;0
"Connections.Poll";0;0;0.0001;522;432;433;6;6;0.0031999999191612;2.302158E-05;0;0;139;1;1;1;139;432;0;0.0001;432;433;0
"Physics.WriteColliderPoses";0;0;0.0002;523;434;530;6;6;0.00279999992926605;2.276423E-05;0;0;159;1;1;7;123;434;0;0.0001;434;435;0
"Physics2D.EffectorFixedUpdate";0;0;0.0002;527;434;558;5;5;0.00329999991663499;2.682927E-05;0;0.0001;159;1;1;7;123;434;0;0.0001;434;435;0
"CullingGroupSendEvents";0;0;0.0001;528;432;435;8;8;0.00409999989642529;2.94964E-05;0;0.0001;140;1;1;2;139;432;0;0.0001;432;435;0.0001
"Physics2D.JointBreakLimits";0;0;0.0002;528;434;534;5;5;0.00359999990905635;2.926829E-05;0;0.0001;159;1;1;7;123;434;0;0.0001;434;444;0
"TextureStreamingManager.Update";0;0;0.0002;529;432;492;4;4;0.00439999988884665;3.165468E-05;0;0.0001;139;1;1;1;139;432;0;0.0002;432;492;0
"Physics2D.ClearBodyIslandFlagsJob";0;0;0.0001;534;445;455;10;10;0.000599999984842725;2.5E-05;0;0;28;1;1;2;24;445;0;0.0001;445;455;0
"UIEvents.AlignCanvasRectTransformWithCamera";0;0;0.0001;534;432;433;4;4;0.00409999989642529;2.94964E-05;0;0.0001;139;1;1;1;139;432;0;0.0001;432;433;0.0001
"Physics2D.UpdateTriggerContactsTask";0;0;0.0002;536;434;466;6;6;0.00449999988632044;3.658537E-05;0;0.0001;159;1;1;7;123;434;0;0.0002;434;466;0
"Terrain.UpdateSplatProperties";0;0;0.0001;538;434;432;9;9;0.0047999998787418;3.453237E-05;0;0.0001;140;1;1;2;139;432;0;0.0001;434;432;0
"PreUpdate.CheckTexFieldInput";0;0;0.001;543;432;537;3;3;0.00709999988612253;5.107914E-05;0;0.0001;139;1;1;1;139;432;0;0.001;432;537;0
"TextureStreamingManager.RemoveRenderer";0;0;0.0003;545;505;457;8;8;0.000299999985145405;0.0001;0;0;24;8;8;8;3;457;0;0.0001;457;457;0
"PostLateUpdate.ResetInputAxis";0;0;0.0002;546;437;472;3;3;0.00619999984337483;4.460432E-05;0;0.0001;139;1;1;1;139;432;0;0.0002;437;472;0
"Terrain.Trees.OnWillRender";0;0;0.0002;550;432;476;11;11;0.0055999998585321;4.028777E-05;0;0.0001;140;1;1;2;139;432;0;0.0002;432;476;0.0001
"Physics2D.SolveDiscreteIslandBodySleepJob";0;0;0.0002;555;437;473;10;10;0.0023999999393709;5E-05;0;0.0001;62;1;1;3;48;435;0;0.0002;435;536;0
"Send messages";0;0;0.0003;555;432;536;5;5;0.00649999982852023;4.676259E-05;0;0.0001;139;1;1;1;139;432;0;0.0003;432;536;0
"Setup Debug Properties";0;0;0.0035;558;432;458;9;9;0.0096999997185776;6.978417E-05;0;0.0001;140;1;1;2;139;432;0;0.0035;432;458;0.0001
"Profiler.CollectUICanvasStats";0;0;0.0002;565;432;433;3;3;0.00689999982569134;4.964029E-05;0;0.0001;139;1;1;1;139;432;0;0.0002;432;433;0
"CombineJobResults";0;0;0.0002;566;432;434;11;11;0.00409999989642529;6.212121E-05;0;0.0001;82;1;1;2;66;432;0;0.0002;432;539;0
"Object.SetName";0;0;0;570;570;570;6;9;0;0;0;0;21;21;21;21;1;570;0;0;570;570;0
